Name,Speed,Stamina,Strength,Aggression,Creativity,Luck,Focus,Influence,Refelxes,Phobia,Vice,Role,Personality,Class,Affinity
Shrimpgun Hamilcar,6,8,6,5,5,2,8,4,9,Lids,Amsterdam,Superfan,Humorous,There for the booze,Mind
Pleasing Pounder,5,10,3,6,4,4,1,6,3,Vegans,Bees,Player,Sage,Consistency,Body
Deep Beaverclown,2,7,3,2,10,7,9,5,7,Hotel Soaps,Fungible Tokens,Superfan,Humorous,Die-hard,Mind
Plug Jones,6,8,6,6,8,3,8,2,2,Beer,PE Teachers,Player,Innovative,Hype,Body
Kevin Morgan,6,8,1,9,7,4,2,8,6,Trains,Glasses,Superfan,Romantic,Scarf Guy,None
Chloe James,3,2,7,10,9,8,6,9,8,Gravel,Candles,Player,Focused,General,None
Jonathan Tasse,5,8,10,4,3,5,7,3,5,The Moon,Thesaurus,Player,Idealistic,Support,Body
Mordor Coachman,4,7,5,7,6,9,2,9,9,Magnetism,Catapults,Player,Modest,Hype,Soul
Kathleen Pluto,3,6,6,4,5,1,8,4,8,Magnetism,Freedom,Player,Placid,General,None
Detective Rodriguez,8,3,5,8,2,6,8,6,9,Religion,Warmth,Player,Placid,Closer,Mind
Anna Whippersnapper,8,4,3,7,7,2,5,1,1,Spatulas,Software Piracy,Player,Placid,Closer,Soul
Metaverse Teeth,6,10,5,9,10,9,5,7,7,Carbohydrates,Choking,Player,Passionate,Consistency,Soul
Armpit Kuàng,8,9,6,10,4,8,3,8,2,Ambulances,Peanut butter,Staff,Stoic,Doctor,Soul
Brian Wizard,7,10,8,8,3,4,10,8,7,Sitcoms,Sitcoms,Player,Appreciative,Support,Body
Sunshine Dodecahedron,3,9,5,10,1,6,9,4,8,Flares,Commercialism,Superfan,Stoic,Full kit wanker,Mind
Laura Taylor,8,3,9,8,7,7,4,4,2,Numbers,Attics,Staff,Stoic,Investigative journalist,Soul
Dharv Joubert,7,6,2,6,6,2,9,7,9,Dust,Mattresses,Player,Romantic,Specialist,Mind
Rafael Zoro,4,2,5,9,8,2,8,10,5,Basements,Fan Mail,Management,Confident,Director,Mind
Bishti Garcia,3,7,6,7,1,4,3,10,3,Hot Tubs,Spicy Food,Player,Appreciative,Specialist,None
Friederike Rogers,10,5,8,7,8,7,6,4,3,Eyelids,Passports,Superfan,Idealistic,Die-hard,Soul
Lathan 888,5,8,5,3,5,8,9,4,10,Scissors,Mothers,Superfan,Wise,Full kit wanker,Body
Double Jackson,8,7,9,5,5,1,8,5,9,Bibles,Porn,Staff,Romantic,Physio,Body
Sakura Chilly,2,6,5,4,9,5,5,3,2,Aging,Toy Phones,Superfan,Focused,Barstool,Soul
Sentimental Colon,5,8,9,8,10,8,2,3,7,Windows,Ants,Superfan,Idealistic,Optimist,Soul
Buddy Caprisun,6,8,6,8,3,8,3,7,2,Relatives,Cheeseburgers,Management,Appreciative,Head Coach,Body
Gorakh Featherskin,2,6,4,8,9,7,5,9,6,Subtitles,Diet Soda,Staff,Sage,Hype person,Mind
Revenue Jaws,2,8,8,7,7,2,9,7,7,Soap,Cars,Superfan,Humorous,Hardcore,None
Hero Cough,2,3,5,1,1,8,3,8,4,Beer,Pilots,Staff,Sage,Mascot,Body
Matthew Facsimile,4,10,5,5,2,2,1,1,3,Dreadlocks,Underwear,Staff,Sage,Mycologist,Body
Shoelace Hamilcar,3,4,4,4,4,9,6,1,4,Tennis Elbow,Dracula,Superfan,Passionate,Optimist,Mind
Matthew Sanders,3,1,6,7,6,10,6,1,4,Protein Powder,Oreos,Superfan,Innovative,Barstool,None
Conundrum Hughes,7,9,7,6,4,4,4,7,9,Slippers,Depth,Superfan,Appreciative,Fair-weather,None
Pidgeon Stumble,5,4,7,4,2,9,1,2,2,Tomato Juice,Tree Sap,Superfan,Confident,Pessimist,Soul
Timothy Revenue,9,5,1,7,3,4,4,5,4,Plates,Memes,Player,Focused,General,Soul
Dewlap Wellington,3,1,6,3,7,3,10,3,4,Insomnia,Mothers,Player,Innovative,Closer,Mind
Tetsu Hernandez,7,10,9,2,8,6,10,2,8,Fish,Haircuts,Superfan,Sage,Pessimist,Body
Rayne Dardar,2,5,3,10,7,8,5,8,6,Shoe laces,Buffets,Superfan,Idealistic,Hardcore,Mind
Salmonella Chassis,8,9,8,9,5,6,3,8,3,Birds,Graffiti,Superfan,Confident,Fair-weather,Soul
Certain Misfortune Periscope,5,9,2,9,10,10,5,4,6,Promiscuity,Craft Beer,Superfan,Modest,Hardcore,Soul
Kal-El Mystique,1,3,6,6,5,9,9,4,3,Self-driving Vehicles,Glasses,Superfan,Idealistic,Die-hard,Soul
Bigbite Pop-Three,9,8,3,9,9,5,1,5,6,Dust,Cat Food,Superfan,Passionate,Full kit wanker,Soul
Deborah Watson,6,6,3,9,8,8,7,6,1,Electrocution,Construction,Superfan,Appreciative,Hardcore,Soul
Drummer Moore,6,9,5,4,8,4,7,3,8,Black Sand,Cute Animals,Player,Passionate,Hype,Mind
Genius Gifford,6,7,6,5,9,5,2,2,3,Snakes,Jean shorts,Player,Wise,Investigator,Soul
Silverback O'Callaghan,8,4,10,1,5,4,2,9,10,Squat racks,White wine,Management,Stoic,Assistant Coach,Body
Shrimpgun Featherskin,3,5,5,10,4,9,7,7,7,The Letter 'S',NFTs,Superfan,Appreciative,Full kit wanker,Mind
Nova Bastardly,4,10,4,8,9,6,9,6,5,Sneezes,Mushrooms,Superfan,Appreciative,Barstool,Soul
Marina Heisenburg,7,9,8,7,6,9,4,6,9,Hot Tubs,Clapping,Superfan,Idealistic,Optimist,Body
Brandon Black,6,9,10,2,8,2,5,10,4,The Internet,Abatoirs,Superfan,Romantic,There for the booze,Body
Gav Bardot,7,4,10,5,3,2,3,4,1,Cat Hair,Facepaint,Staff,Romantic,Masseuse,Body
Mavis Swedge,10,7,9,2,5,6,2,4,7,Boogers,Grandfather,Superfan,Compassionate,Hardcore,Body
Luqman The GOAT,4,8,1,8,4,1,6,9,5,Barbers,Fan Mail,Staff,Stoic,Cook,Mind
Jerry Fontana,5,5,3,9,5,2,6,5,7,Truck Drivers,Hit and Runs,Superfan,Wise,There for the booze,Mind
Ledger Tuna,7,4,6,7,6,4,8,9,7,Slippers,Attics,Player,Innovative,General,Mind
Thomas Wigglebottom,9,2,6,5,4,2,1,8,9,Sandals,Jean shorts,Superfan,Innovative,Fair-weather,Body
Featherskin Moon,7,9,9,9,8,9,1,5,3,Lids,Breakfast,Player,Sage,Hype,Soul
Hyper Panda,9,10,7,1,2,5,9,9,8,Fog,Samurai Art,Player,Passionate,General,Body
Nicole Gray,7,1,4,5,10,4,9,6,2,Hotel Soaps,Flies,Superfan,Sage,Corporate guest,Soul
Marmalade Mendoza,8,7,5,8,9,9,6,1,7,Typos,Porn,Superfan,Focused,Hardcore,Soul
Mary Rodriguez,1,7,2,7,9,9,4,2,3,Mirrors,Horseracing,Player,Sage,Consistency,Soul
O'Yacklebrunt Maroney,3,9,7,3,6,4,4,6,5,Sitcoms,Sandwiches,Superfan,Humorous,Fair-weather,Body
Cleopatra Acharya,5,4,4,9,8,9,5,4,5,Cat Hair,Staplers,Superfan,Idealistic,Die-hard,None
Cattywampus Lollygag,6,4,3,2,7,3,9,9,9,Tennis Elbow,Bangs,Player,Romantic,Hype,Mind
Kylen Genius,9,10,7,7,9,9,9,7,10,Fast food,Clouds,Superfan,Sage,Fair-weather,Soul
Dharv Garg,6,8,6,4,5,7,2,6,6,Priests,Cheeseburgers,Player,Appreciative,Hype,Body
Corncake Thomas,4,6,5,9,6,9,9,9,8,Earthquakes,Argon,Staff,Romantic,Marketing manager,None
Hitomi Furyk,2,7,4,7,8,5,6,8,8,Shoe laces,Marble,Superfan,Romantic,Barstool,None
Listen Linda Jones,7,7,9,8,10,9,5,6,4,Tennis Elbow,Freedom,Player,Romantic,Support,Soul
Easton Lù,6,3,7,5,2,5,5,9,6,Elves,Pencil Sharpeners,Superfan,Appreciative,Die-hard,Mind
Marcel The Great,5,8,7,7,2,1,4,1,9,Snakes,Laser Pointers,Player,Wise,General,Body
Berry Widdershins,4,3,9,5,6,7,6,2,6,Electrocution,Spicy Food,Superfan,Modest,There for the booze,Soul
Joseph XII,1,7,2,5,6,3,7,8,9,Showers,Ants,Staff,Humorous,Groundskeeper,None
Le Stonks Sanchez,3,5,10,2,7,6,1,4,6,Stingrays,Attics,Superfan,Innovative,Full kit wanker,Soul
Nope Wizard,4,4,4,4,8,2,9,7,9,Crying,The Moon,Superfan,Humorous,Pessimist,Mind
Cristiano Bear,5,6,9,10,9,9,6,8,5,Hotel Soaps,Cars,Superfan,Humorous,Barstool,Soul
Buddy Banana,2,5,1,3,2,3,9,4,8,Blue,Gym,Staff,Placid,Columnist,Mind
Danny Dan-Dandy,8,7,10,7,7,10,8,9,7,Moustaches,Exobiology,Player,Placid,Consistency,Body
Drummer King,6,7,6,7,5,5,4,4,8,Email,Wetness,Superfan,Passionate,Die-hard,Body
Pleasing Hugger,5,7,7,9,8,8,6,6,5,Parasites,Oreos,Superfan,Humorous,Die-hard,Soul
Faith Lopez,10,6,9,7,9,8,4,5,9,EDM,White wine,Superfan,Humorous,Hardcore,Soul
Michael Flap,2,2,5,10,1,9,3,8,7,Irony,Prison breaks,Staff,Idealistic,Performance coach,Mind
Spikey Furyk,6,2,3,9,6,5,9,10,9,Showers,Barbecue Sauce,Player,Wise,Investigator,Mind
Certain Misfortune Lewis,2,6,2,6,9,5,4,8,7,Vegans,Grannies,Staff,Innovative,Media team,Mind
Strange The Big,3,2,1,3,4,10,9,8,6,Hot Dogs,1AM,Superfan,Focused,Gambler,Mind
Tetsu Smith,4,7,4,7,9,4,7,9,9,Blue,Cheeseburgers,Superfan,Wise,Barstool,Mind
Jemimah Portfolio,9,1,5,2,8,9,2,2,7,Mouse Traps,Train Sets,Staff,Idealistic,Performance coach,Soul
Donald Moore,5,5,9,7,7,9,6,7,7,Astrology,Depth,Staff,Sage,Intern,Soul
Shark Brierman,9,7,6,4,2,6,8,3,3,Exotic Dancers,Chips,Staff,Focused,Mascot,Mind
Marcel Mikan,9,3,2,9,8,7,1,8,2,Hot chocolate,Horseracing,Player,Focused,Consistency,Soul
Nova Envy,7,7,4,5,9,7,7,6,10,Buffets,Confetti,Superfan,Placid,Die-hard,Mind
Gorakh Lopez,4,4,4,5,7,8,7,8,9,Subtitles,Prison breaks,Staff,Stoic,Sports Journalist,None
Lump McGregor,1,6,9,7,3,10,4,2,4,Chains,Emojis,Superfan,Confident,Corporate guest,Soul
Obodas Sweeper,8,7,6,6,3,5,4,4,7,SIlence,Graffiti,Player,Appreciative,Hype,Body
Chloe Caparasso,9,8,8,9,10,8,2,3,2,Music,Exorcisms,Player,Appreciative,Consistency,Soul
Peregrine Bucket,8,2,9,7,6,3,5,3,5,Reading,Restaurants,Superfan,Compassionate,Corporate guest,Soul
Woodstaff Junior,7,7,5,8,3,7,4,2,3,Eggs,Paychecks,Player,Romantic,Hype,None
Cosmo Lewis,6,6,6,5,9,6,10,7,9,Lube,Snogging,Player,Confident,General,None
Elizabeth Proxy,6,9,8,5,7,5,5,4,6,Cuttlery,Thesaurus,Staff,Innovative,Hype person,None
Strange Swedge,8,8,8,4,4,3,1,6,3,Neighbors,Gray,Superfan,Wise,Fair-weather,Body
Noun Cocque,5,7,3,1,8,2,6,7,8,Homeopathy,Carpets,Player,Appreciative,General,Mind
Jerry Cemetery,3,4,2,6,5,4,5,8,10,Balconies,Darts,Staff,Wise,Marketing manager,Mind
Zayd Bassett,9,8,4,9,5,5,4,7,6,Mercury in Retrograde,Fraud,Player,Modest,Closer,None
Ryan Beef,2,5,8,1,2,2,6,8,7,Alarm clocks,Huffing,Staff,Idealistic,Yoga instructor,Body
Wabbit Autocue,9,5,5,9,4,2,5,4,3,New York,Teachers,Player,Romantic,Closer,Soul
Shepherd Embellishment,7,8,8,7,8,6,4,4,4,Mouse Traps,Cheeseburgers,Player,Romantic,Hype,Soul
Nancy Gifford,4,6,9,3,3,5,4,9,7,VHS tapes,Kangaroos,Player,Focused,General,Body
Slumgullion McKenzie,5,7,10,4,5,3,2,4,4,Pianos,Fairies,Staff,Modest,Investigative journalist,None
Gardyloo Howard,7,10,8,9,4,4,7,9,9,Dust,Kittens,Player,Romantic,General,Body
Vitalik Smithsonian,3,4,10,5,5,4,2,4,4,Marching Bands,Zoos,Player,Confident,Support,Body
Listen Linda Abdullah,10,9,7,1,2,4,4,4,6,Protein Powder,NFTs,Player,Innovative,Investigator,None
Helena Sanders,5,9,10,4,5,6,7,4,6,Statuary,Fraud,Superfan,Wise,Full kit wanker,Body
Peregrine Suitcases,4,7,9,9,7,6,4,8,4,Email,Jokers,Superfan,Modest,Pessimist,Soul
Gardyloo Williams,10,7,8,9,7,1,8,2,1,Numbers,Torture,Player,Idealistic,Support,Body
Majestic Wood,9,9,5,1,2,2,10,7,9,McDonald's,Thesaurus,Superfan,Sage,Fair-weather,None
Beaverclown String,1,8,2,4,3,4,4,8,4,Basements,Dyslexia,Superfan,Placid,Pessimist,Mind
Rock Miller,4,2,4,3,3,3,6,8,6,Bibles,Toy Phones,Staff,Placid,Zookeeper,Mind
Strange Hall,3,10,8,1,5,7,3,6,3,Contortionists,Facepaint,Superfan,Placid,Fair-weather,Body
Coaster Fingers,5,6,5,8,8,9,9,6,9,Guitar Strings,Dracula,Superfan,Appreciative,There for the booze,Mind
Hero Colander,3,4,3,4,8,2,3,7,9,Plastic,Massages,Superfan,Stoic,Fair-weather,Mind
Cristiano Stewart,5,5,8,10,9,8,4,7,8,Horses,Snogging,Staff,Sage,Columnist,Soul
Certain Misfortune Tuna,3,6,2,8,3,3,8,7,9,Religion,Conmen,Staff,Confident,Physio,Mind
Plunger Gray,5,6,5,1,3,7,4,5,10,Boogers,Passports,Superfan,Confident,Pessimist,Body
Hitomi Fonua,2,7,10,7,9,8,1,2,6,Goats,Craft Beer,Superfan,Idealistic,Full kit wanker,Soul
Dorothy Soap,4,6,1,9,10,6,9,4,9,Riptides,Breakfast,Player,Confident,General,Mind
Genesis Berry,10,9,9,4,4,5,4,4,8,Meteor Showers,Running water,Superfan,Passionate,Fair-weather,Body
Coarse Bonds,7,10,2,3,6,7,5,5,8,Petrol,Software Piracy,Player,Idealistic,Support,Mind
Rebecca Yates,5,6,7,2,7,4,5,6,6,Travel,Samurai Art,Superfan,Wise,There for the booze,Body
Pending Investigation Hideous,9,2,8,6,4,3,2,2,2,News,England,Superfan,Modest,Die-hard,Body
Von Gimmefood Glazing,5,4,8,8,9,10,5,3,3,Buffets,Coral Reefs,Superfan,Sage,There for the booze,Soul
Crayola Chassis,2,9,5,5,9,5,8,1,4,Sour Candy,Holiday Smells,Staff,Wise,Clickbaiter,Soul
Hammer Zeus,10,7,9,7,5,8,5,6,6,Gin,Disneyland,Superfan,Wise,There for the booze,Soul
George Teeth,1,2,4,7,10,1,7,8,7,Prosthetic Limbs,Disneyland,Staff,Romantic,Physio,Mind
Body Periscope,5,3,10,6,3,5,5,7,9,Broomsticks,Flies,Player,Confident,General,Body
Mrs. Hugger,3,5,2,2,4,6,8,1,6,Horses,Diet Soda,Player,Sage,Investigator,Soul
Tanya Castillo,10,8,7,7,9,7,2,4,3,Keyboards,Fungi,Staff,Romantic,Investigative journalist,Soul
Rafael Jessup,10,5,5,5,2,6,9,3,3,Broomsticks,Cute Animals,Superfan,Compassionate,Barstool,Body
Sheep Cowardly,8,8,8,10,9,7,8,7,7,Sitcoms,Eclipses,Superfan,Humorous,There for the booze,Soul
Colson Plug,6,6,7,6,10,4,7,9,4,Cat Hair,Fairies,Superfan,Modest,Die-hard,Body
Jeffrey Legend,10,1,7,9,7,9,1,3,3,Gambling,Holiday Smells,Superfan,Humorous,Barstool,Soul
Slumgullion Kelly,5,5,2,1,5,5,5,6,9,Office Environments,Peanut butter,Superfan,Romantic,Full kit wanker,Mind
Helvetica Kelly,8,3,8,9,3,2,6,5,9,Subtitles,Weapons,Player,Humorous,General,Mind
Listen Linda Piledriver,8,7,4,7,8,7,7,5,7,SIlence,Cheerleaders,Staff,Sage,Data Analyst,Soul
James Hullaballoo,3,2,6,6,7,9,3,6,5,Snakes,Tipping,Superfan,Focused,There for the booze,Soul
Van Winkle Ortiz,4,5,7,9,9,7,10,9,9,Rain,Pencil Sharpeners,Superfan,Passionate,Barstool,Mind
Scrawnie The Not So Great,7,6,3,4,8,6,5,3,9,Prime Numbers,England,Superfan,Innovative,Die-hard,Soul
Creepy Gardyloo,8,9,9,2,5,2,5,9,5,Carbohydrates,Massages,Player,Idealistic,General,Body
Oysterbury Binjuice,2,1,4,6,3,6,5,10,4,Forks,Barbecue Sauce,Superfan,Stoic,Hardcore,Mind
Donna Parker,8,3,3,3,5,9,6,2,10,Pineapples,Beat Poetry,Superfan,Compassionate,Gambler,Mind
Giant Mushroom Cough,8,8,2,6,3,1,7,6,8,Mirrors,Tax Evasion,Staff,Stoic,Analyst,Body
Katherine McCulloch,1,1,8,7,7,10,8,1,3,Scissors,Ants,Superfan,Compassionate,Pessimist,Soul
Body Palomer,8,9,8,2,6,2,5,4,5,Homeopathy,Clocks,Player,Passionate,Support,Body
Tristian Umbrella,10,5,5,7,5,4,5,5,7,Pizza ovens,Parachutes,Player,Stoic,Hype,Body
Gatlin McCulloch,5,6,8,6,8,3,5,6,4,Plastic,Fan Mail,Player,Confident,Closer,Mind
Nincompoop Boops Boops,9,2,10,5,8,2,6,9,8,Plastic,Body Spray,Staff,Confident,Marketing manager,Body
Emmett Ortiz,1,3,3,9,10,5,7,8,3,Opium,Presidents,Superfan,Sage,There for the booze,Mind
Silly Chief,3,5,7,8,7,8,3,4,5,Fog,Geese,Player,Idealistic,Support,None
Hammer Alvin,1,4,5,1,7,5,9,6,7,Midnight,Poker,Superfan,Appreciative,Hardcore,Mind
Dr. Nincompoop,8,8,5,4,3,7,8,9,7,Fast food,Massages,Superfan,Modest,Hardcore,Body
Donald Cough,8,9,7,5,6,7,9,2,4,Truck Drivers,Warmth,Superfan,Sage,Gambler,None
Avi Bastardly,3,9,10,3,5,1,5,9,5,Touch,Mushrooms,Staff,Passionate,Physio,Body
Nikita Bhatt,5,5,5,5,10,8,8,9,7,The 80s,Clouds,Player,Sage,General,Mind
Vince Jessup,6,8,4,9,6,9,5,1,3,Swimming,Fungible Tokens,Superfan,Humorous,Barstool,Soul
Koko Shinobi,6,6,6,9,7,7,10,6,5,Dreadlocks,Clouds,Superfan,Stoic,Fair-weather,Mind
Freja Ramirez,3,2,2,2,3,8,5,6,4,Priests,Bad Speling,Superfan,Placid,Die-hard,Mind
Pamela Crutches,4,2,4,4,8,8,9,7,7,Moustaches,Beards,Superfan,Stoic,Gambler,Mind
Jennifer Glasshouse,4,6,5,10,8,6,9,4,6,Shoe laces,Shouting,Player,Sage,Investigator,Soul
Easton Autocue,7,9,7,2,6,2,2,10,3,Alarm clocks,Solid furniture,Superfan,Confident,Die-hard,None
Bishop Piles,6,9,6,9,3,4,1,1,1,Toilet Paper,Attics,Superfan,Focused,There for the booze,Soul
Noun Hideous,1,5,4,6,6,8,2,9,7,Shoe laces,Exorcisms,Superfan,Focused,Gambler,Soul
Mark Huffer,4,10,3,6,9,4,2,3,4,Taxes,Sister-in-Laws,Superfan,Romantic,Corporate guest,Soul
Mojo Blade,8,9,10,6,6,2,4,5,3,Crows,Zoos,Player,Wise,Closer,Body
Brenda Portfolio,6,10,8,6,9,7,6,4,4,Statuary,Sand Pipers,Player,Placid,Specialist,Body
Banjo Zeus,8,9,10,9,5,6,8,4,6,Debt,Museums,Superfan,Confident,Barstool,None
Maria Cienfuegos,3,3,7,7,5,6,2,5,1,Prime Numbers,Soldiers,Staff,Passionate,Performance coach,Soul
Detective Fingers,8,4,2,1,9,3,9,8,8,Electrocution,Craft Beer,Staff,Romantic,Yoga instructor,Mind
Luqman Lee,7,9,10,7,5,3,8,9,7,Hate mail,The Mafia,Superfan,Focused,Fair-weather,None
Namya Biggums,7,8,5,9,10,7,9,10,9,Sunglasses,Diet Soda,Superfan,Confident,Full kit wanker,None
Terrential Wellington,1,7,5,6,2,2,9,9,8,Algorythms,Pogs,Superfan,Passionate,There for the booze,Mind
Prunella Tell-all,4,3,3,5,6,7,5,2,3,Credit cards,Laser Pointers,Superfan,Wise,Hardcore,None
Body Ramirez,6,8,7,9,5,8,3,2,7,Duct Tape,Cognac,Player,Idealistic,Specialist,Soul
Easton Guǎngchǎng,9,9,7,3,3,8,6,5,1,Public Bathrooms,The Mafia,Superfan,Modest,Die-hard,Soul
Sir. Three Eyes Van Winkle,6,5,3,6,9,3,2,4,4,Post-it notes,Cheerleaders,Staff,Innovative,Mental coach,None
Marmalade Rivera,5,7,7,2,8,8,4,3,5,Vodka,Cheerleaders,Superfan,Innovative,Fair-weather,None
Nikita Lopez,4,6,4,8,5,9,4,6,6,Hypnosis,Horseracing,Staff,Romantic,Middle manager,Soul
Pitter Patter Perez,8,8,3,3,2,5,1,7,7,Algorythms,Weapons,Superfan,Stoic,There for the booze,Body
Hana White,6,1,3,3,7,1,4,10,8,Music,Memes,Superfan,Wise,Scarf Guy,Mind
Maria Braun,9,6,2,7,7,9,5,5,7,Heights,Dumbells,Player,Modest,Specialist,Soul
Sarah Lollygag,4,8,7,8,9,10,4,4,8,Typos,Folk Dance,Player,Focused,Consistency,Soul
Rachel Italics,6,7,6,8,6,8,4,2,8,Wood,Motivational Posters,Superfan,Romantic,Fair-weather,Mind
Yolanda Richardson,7,1,5,8,5,9,4,2,1,Loud music,Bracelets,Player,Stoic,Hype,Soul
Guitar Braeburn,4,8,4,7,10,9,5,5,5,Macaques,Porn,Player,Idealistic,Consistency,Soul
Silas The GOAT,3,7,2,3,7,5,4,2,5,Black Sand,Oreos,Superfan,Compassionate,There for the booze,Soul
Hideous Crackle,8,7,5,8,10,7,9,6,4,Rugs,Boardgames,Superfan,Placid,Hardcore,Soul
Ingrid Manhattan,2,4,7,9,2,4,8,10,2,McDonald's,Cheeseburgers,Superfan,Innovative,Scarf Guy,Mind
Trish Kingdom,7,8,4,6,8,10,8,6,4,Neighbors,Dust,Staff,Stoic,Intern,Soul
Joshua XII,5,8,6,6,1,5,8,6,6,Birds,Holiday Smells,Superfan,Compassionate,Corporate guest,Mind
Sentimental Fonua,7,3,4,7,8,4,7,8,2,Burps,Shouting,Superfan,Sage,There for the booze,Mind
Donna Humphrey,5,4,1,3,9,6,4,1,2,Commitment,Chainsmoking,Player,Focused,Support,Soul
Elliot Hatterfield,5,4,2,3,4,3,8,9,3,Anime,Torture,Superfan,Stoic,Optimist,Mind
Bumbershoot Gray,9,8,10,3,2,3,9,5,7,Subtitles,Craft Beer,Superfan,Idealistic,Optimist,Body
Shirley Alphabet,4,3,1,2,4,10,2,8,10,Slippers,Burritos,Superfan,Modest,Hardcore,Mind
Friederike Whatnot,10,7,7,8,9,10,7,7,7,Pineapples,Shoe horns,Staff,Modest,Security guard,None
Eric Windings,5,5,5,8,8,4,6,4,7,Sprinting,Pogs,Staff,Humorous,Physio,Soul
Emmett Smithsonian,3,2,3,3,6,7,3,7,6,Santa Claus,Graffiti,Superfan,Modest,Barstool,None
Rock Glovebox,1,4,4,8,5,10,6,3,8,Kilts,Facepaint,Player,Placid,Investigator,Mind
Slumgullion Armistice ,1,8,6,5,5,4,8,9,5,Hot Dogs,Forced Entry,Player,Stoic,Consistency,Mind
Understanding Flap,3,3,7,10,4,7,6,9,9,Numbers,Body Spray,Superfan,Wise,Scarf Guy,None
Bobby Hubert,4,6,5,9,7,7,2,4,2,Black Sand,Magic Tricks,Player,Humorous,Investigator,Soul
Pitter Patter Hall,3,2,2,6,8,9,1,6,9,The Letter 'S',Glasses,Staff,Innovative,Kit Manager,Mind
Tristian Gardyloo,8,4,5,9,8,6,3,8,3,Petrol,New Socks,Superfan,Placid,Fair-weather,Soul
Ahma Joubert,3,1,5,7,10,5,7,10,10,Groundhogs,Tuna,Superfan,Focused,Pessimist,Mind
Debra Manhattan,4,6,5,4,4,5,5,7,6,Toothbrushes,Buffets,Management,Romantic,GM,Mind
Bigbite Tasse,5,2,2,7,5,6,6,10,10,Blue,Pyramids,Management,Sage,GM,Mind
Stephanie Banana,8,1,3,3,9,2,9,9,2,Scaffolding,Dumbells,Staff,Innovative,Social media intern,Mind
Buddy Autocue,5,7,2,7,2,3,4,6,4,Calories,Summer Breeze,Superfan,Compassionate,Barstool,None
Rhoderick Stewart,6,4,9,7,9,7,4,7,6,Cheese,Chips,Superfan,Focused,Die-hard,None
The GOAT Flinch,6,9,8,7,3,6,2,6,4,Heights,Venus,Superfan,Passionate,Scarf Guy,Body
Bishti Jaws,8,5,7,5,9,5,9,8,9,VHS tapes,Dracula,Superfan,Placid,Optimist,Mind
Shrimpgun Italics,9,8,10,9,1,2,8,5,6,The Letter 'S',Fungible Tokens,Staff,Placid,Objective reporter,None
Nikita Parker,3,7,6,5,9,8,7,6,4,Carbohydrates,Massages,Staff,Placid,Clickbaiter,Mind
Joseph Fontana,7,9,5,7,5,8,6,10,9,Milk,Punctuality,Superfan,Sage,There for the booze,Mind
Mrs. Scrawnie,10,8,9,7,7,8,9,9,9,Oranges,The Moon,Superfan,Passionate,There for the booze,Body
Plunger Bellamy,7,9,7,2,4,8,3,1,8,Pineapples,Weapons,Staff,Passionate,Sports Journalist,Body
Matthew Tissue,4,7,7,8,7,7,5,6,5,Sleep,NFTs,Player,Modest,General,Mind
Emily Bass,4,5,7,3,5,1,10,5,2,Paper,Memes,Superfan,Sage,Die-hard,Body
Rocky Oyatsu,6,5,8,2,8,6,6,5,2,Relatives,Zoos,Player,Placid,Hype,Body
Deborah Channing,5,8,4,8,7,10,10,9,8,Subtitles,Running water,Superfan,Wise,Gambler,Mind
Obnoxious Collywobbles,5,8,9,8,8,7,5,1,3,Plates,Gravel,Staff,Modest,Security guard,None
Sarah Piledriver,4,1,3,4,3,7,9,9,7,Anime,Cute Animals,Player,Innovative,Support,Mind
Bumbershoot Gutierrez,2,2,3,7,8,7,1,6,1,Email,Grannies,Superfan,Placid,Full kit wanker,None
Eleanor Bain,5,10,9,5,5,4,4,10,8,Rugs,Clocks,Player,Stoic,Consistency,Body
Wesley Pounder,10,8,8,4,5,6,9,6,9,Beer,Laxatives,Superfan,Passionate,Die-hard,Body
Obodas White,8,4,7,5,1,1,6,3,7,VHS tapes,Bangs,Superfan,Appreciative,Hardcore,Mind
Ryan Noddy,4,3,3,3,8,4,5,8,9,Windows,Mattresses,Superfan,Stoic,Fair-weather,Mind
Judson Boomer,9,7,8,8,9,5,8,2,1,Irony,Sunsets,Player,Innovative,Support,Soul
Hullaballoo Momo,1,1,9,1,1,4,7,3,8,Passwords,Samurai Art,Superfan,Passionate,Gambler,Mind
Glenda Bain,9,10,8,8,7,3,6,9,2,Fast food,Porn,Staff,Romantic,Ball handler,Body
Outstanding Wellington,7,9,3,6,7,8,8,1,3,Sunflower Seeds,Fraud,Player,Appreciative,Investigator,Soul
Davian Wilson,6,2,5,6,9,5,8,9,5,Midnight,Laxatives,Player,Compassionate,General,Mind
Avi Outstanding,8,6,1,2,4,4,8,9,7,Dreadlocks,Acid,Superfan,Appreciative,Fair-weather,Mind
Sunshine Market,3,6,7,3,8,7,9,3,2,Groundhogs,Fungible Tokens,Staff,Modest,Contract negotiater,Mind
Arson Kelly,5,6,4,10,6,1,8,6,8,Pasta,Toxoplasmosis,Player,Idealistic,Closer,Mind
ABC Snot,9,10,3,9,8,9,1,1,6,Hot chocolate,The Void,Superfan,Wise,Die-hard,Soul
Mercutio Myers,1,2,8,4,8,7,3,2,3,Pasta,Reality TV,Player,Idealistic,Consistency,Soul
Shoelace Hughes,10,6,5,1,3,4,2,1,8,Office Environments,Museums,Superfan,Wise,Full kit wanker,Body
